product_id,product_name,status,txn_count,opening_balance,baseline_opening_balance,reconciliation_gap,net_movement,current_quantity,projected_final,reasons
9fef0897-0240-5d0a-bd43-131eb1507ec5,BARCELONA 21235 L,clean,11,0,0,0,45,45,45,
a0ba778b-d0f4-5862-925b-053295a8c7c4,BARCELONA 21304 HL1,clean,28,0,0,0,5,5,5,
a0fd2558-f184-5444-9072-3e8aae24f729,BARCELONA 21251 L,clean,11,0,0,0,3,3,3,
a1a1ed5a-f432-5d0b-ba74-348bbc7d5498,LIZZART ROCK NERO,clean,29,0,0,0,2,2,2,
a1aa5324-39e0-5ff6-8179-1a8197e09c54,ANTIEK BORGHINI BROWN STRIP,clean,7,0,0,0,2,2,2,
a2217c7b-16fe-5134-9d74-7fe313756284,BARCELONA BRANDON 604,clean,70,0,0,0,189,189,189,
a23320c5-50af-5c15-a147-f76f1e038141,SUNGLARE ROYAL CHERRY,clean,16,0,0,0,0,0,0,
a4204272-c526-52af-8892-44ded5ea2090,BARCELONA 21181 L,clean,17,0,0,0,0,0,0,
a43a79d0-0448-5a10-849c-bfbed2a59479,BARCELONA ATLAS 013,clean,16,0,0,0,216,216,216,
a4b0f669-a40b-583f-8f35-702a1d2b128f,RANGE CA MALTA DECOR B,clean,18,0,0,0,0,0,0,
a513b18c-2c47-596b-b0fd-29e12c92cee5,BARCELONA 21604 D,clean,30,0,0,0,17,17,17,
a5324e48-96f6-57b2-ae15-01bad66edff7,CAPTIVA 3061 HL2,clean,12,0,0,0,194,194,194,
a595adf0-f984-5971-ac56-9b1ba338faad,ETHON END 7025,clean,21,0,0,0,236,236,236,
a6a22140-b0cd-5c99-b764-b4fc76ae44cb,BARCELONA 21251 HL1,clean,7,0,0,0,45,45,45,
a7b22f4b-2c97-52b1-be79-a027206c2174,BARCELONA ARVON 601,clean,4,0,0,0,232,232,232,
a7dd51df-908b-58c6-be2c-20fb486da04d,RANGE MARCA WHITE DECOR A,clean,8,0,0,0,39,39,39,
a80d9664-3c13-5876-880b-af90b082aafa,EDDICA VICTORIA CREMA,clean,13,0,0,0,19,19,19,
